20:15:51.288 INFO  manager.ApplicationManager - All tests rus in Chrome Browser
20:16:07.491 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:07.492 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:07.492 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:07.502 INFO  manager.ListenerWD - element found success: By.name: email
20:16:07.502 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:07.549 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:07.678 INFO  manager.HelperBase - type in input with locator By.name("email") 
20:16:07.678 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:07.703 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:07.703 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:07.748 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:07.882 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:07.892 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:07.892 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:07.926 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:08.462 INFO  tests.TestBase - Assert check is alert with error text 'Wrong email or password'
20:16:08.462 INFO  tests.TestBase - ==========================================
20:16:08.463 INFO  tests.TestBase - Name of method ---> loginWrongEmail
20:16:08.464 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:13.480 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:13.481 INFO  tests.TestBase - Test data ---> email: 'maragmail.com' & password: 'Mmar123456$' 
20:16:13.481 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:13.497 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:13.497 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:13.535 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:13.535 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:13.535 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:13.546 INFO  manager.ListenerWD - element found success: By.name: email
20:16:13.546 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:13.585 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:13.734 INFO  manager.HelperBase - type in input with locator By.name("email") 
20:16:13.734 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:13.758 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:13.758 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:13.804 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:13.950 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:13.964 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:13.964 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:13.999 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:14.530 INFO  tests.TestBase - Assert check is alert with error text 'Wrong email or password'
20:16:14.530 INFO  tests.TestBase - ==========================================
20:16:14.531 INFO  tests.TestBase - Name of method ---> loginWrongPassword
20:16:14.531 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:19.578 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:19.578 INFO  tests.TestBase - Test data ---> email: 'mara@gmail.com' & password: 'Mmar123' 
20:16:19.578 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:19.596 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:19.596 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:19.632 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:19.632 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:19.632 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:19.643 INFO  manager.ListenerWD - element found success: By.name: email
20:16:19.643 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:19.681 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:19.833 INFO  manager.HelperBase - type in input with locator By.name("email") 
20:16:19.833 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:19.846 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:19.846 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:19.882 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:20.035 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:20.059 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:20.060 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:20.094 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:20.627 INFO  tests.TestBase - Assert check is alert with error text 'Wrong email or password'
20:16:20.627 INFO  tests.TestBase - ==========================================
20:16:20.630 INFO  tests.TestBase - Name of method ---> registrationExistsUser
20:16:20.631 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:25.656 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:25.658 INFO  tests.TestBase - Tests run with data: --->User{email='mara@gmail.com', password='Xx123456$'}
20:16:25.658 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:25.674 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:25.674 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:25.710 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:25.711 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:25.711 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:25.721 INFO  manager.ListenerWD - element found success: By.name: email
20:16:25.721 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:25.758 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:25.897 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:25.910 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:25.911 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:25.956 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:26.100 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Registration']
20:16:26.115 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Registration']
20:16:26.115 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:26.165 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:27.724 INFO  tests.TestBase - ==========================================
20:16:27.725 INFO  tests.TestBase - Name of method ---> registrationSuccess
20:16:27.725 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:32.799 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:32.802 INFO  tests.TestBase - Tests run with data: --->User{email='don914@gmail.com', password='Don123456$'}
20:16:32.802 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:32.816 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:32.816 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:32.856 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:32.856 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:32.856 INFO  tests.TestBase - openRegistrationForm invoked
20:16:32.856 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:32.878 INFO  manager.ListenerWD - element found success: By.name: email
20:16:32.878 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:32.915 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:33.056 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:33.063 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:33.063 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:33.101 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:33.239 INFO  tests.TestBase - fillRegistrationForm invoked
20:16:33.239 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Registration']
20:16:33.253 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Registration']
20:16:33.254 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:33.287 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:33.287 INFO  tests.TestBase - submitLogin invoked
20:16:33.287 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:33.676 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:33.676 INFO  manager.ListenerWD - Before find element: By.cssSelector: .contact-page_message__2qafk>h1
20:16:33.933 INFO  manager.ListenerWD - element found success: By.cssSelector: .contact-page_message__2qafk>h1
20:16:33.947 INFO  manager.ListenerWD - get text from the element with text: No Contacts here!
20:16:33.955 INFO  manager.ListenerWD - got the text successful
20:16:33.956 INFO  tests.TestBase - ==========================================
20:16:33.956 INFO  tests.TestBase - Name of method ---> registrationWrongEmail
20:16:33.956 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:33.980 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:33.980 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:33.999 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:33.999 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:34.043 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:34.044 INFO  tests.TestBase - Tests run with data: --->User{email='dongmail.com', password='Don123456$'}
20:16:34.044 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:34.059 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:34.059 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:34.091 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:34.092 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:34.092 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:34.106 INFO  manager.ListenerWD - element found success: By.name: email
20:16:34.106 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:34.155 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:34.281 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:34.294 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:34.294 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:34.343 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:34.473 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Registration']
20:16:34.496 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Registration']
20:16:34.496 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:34.535 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:35.064 INFO  tests.TestBase - ==========================================
20:16:35.066 INFO  tests.TestBase - Name of method ---> registrationWrongPassword
20:16:35.066 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:40.121 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:40.121 INFO  tests.TestBase - Tests run with data: --->User{email='don699@gmail.com', password='Don123'}
20:16:40.122 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:40.139 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:40.139 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:40.176 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:40.176 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:40.176 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:40.201 INFO  manager.ListenerWD - element found success: By.name: email
20:16:40.201 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:40.237 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:40.376 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:40.387 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:40.387 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:40.422 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:40.566 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Registration']
20:16:40.589 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Registration']
20:16:40.589 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:40.621 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Registration']]
20:16:41.156 INFO  tests.TestBase - ==========================================
